time,des_joint2_to_joint1,des_joint3_to_joint2,des_joint4_to_joint3,des_joint5_to_joint4,des_joint6_to_joint5,des_joint6output_to_joint6,act_joint2_to_joint1,act_joint3_to_joint2,act_joint4_to_joint3,act_joint5_to_joint4,act_joint6_to_joint5,act_joint6output_to_joint6
40.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571041,0.995061,-0.775981,0.628959,-0.395061,-0.024019
40.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576226,0.992630,-0.783596,0.623774,-0.392630,-0.016404
40.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580936,0.989630,-0.791306,0.619064,-0.389630,-0.008694
40.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585139,0.986085,-0.799053,0.614861,-0.386085,-0.000947
40.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588822,0.982001,-0.806821,0.611178,-0.382001,0.006821
40.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.592006,0.977325,-0.814680,0.607994,-0.377325,0.014680
41.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594519,0.972356,-0.822163,0.605481,-0.372356,0.022163
41.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596502,0.966843,-0.829659,0.603498,-0.366843,0.029659
41.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597937,0.960645,-0.837292,0.602063,-0.360645,0.037292
41.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598674,0.954648,-0.844025,0.601326,-0.354648,0.044025
41.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598850,0.948014,-0.850835,0.601150,-0.348014,0.050835
41.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598414,0.941073,-0.857341,0.601586,-0.341073,0.057341
41.300000,0.589101,0.905234,-0.883867,0.610899,-0.305234,0.083867,0.597372,0.933883,-0.863488,0.602628,-0.333883,0.063488
41.350000,0.585264,0.897382,-0.887882,0.614736,-0.297382,0.087882,0.595729,0.926488,-0.869242,0.604271,-0.326488,0.069242
41.400000,0.580902,0.889547,-0.891355,0.619098,-0.289547,0.091355,0.593503,0.918944,-0.874558,0.606497,-0.318944,0.074558
41.450000,0.576041,0.881776,-0.894264,0.623959,-0.281776,0.094264,0.590691,0.911266,-0.879426,0.609309,-0.311266,0.079426
41.500000,0.570711,0.874118,-0.896593,0.629289,-0.274118,0.096593,0.587322,0.903521,-0.883801,0.612678,-0.303521,0.083801
41.550000,0.564945,0.866619,-0.898325,0.635055,-0.266619,0.098325,0.583415,0.895756,-0.887659,0.616585,-0.295756,0.087659
41.600000,0.558779,0.859326,-0.899452,0.641221,-0.259326,0.099452,0.579003,0.888030,-0.890972,0.620997,-0.288030,0.090972
41.650000,0.552250,0.852284,-0.899966,0.647750,-0.252284,0.099966,0.574091,0.880362,-0.893729,0.625909,-0.280362,0.093729
41.700000,0.545399,0.845536,-0.899863,0.654601,-0.245536,0.099863,0.568725,0.872817,-0.895908,0.631275,-0.272817,0.095908
41.750000,0.538268,0.839124,-0.899144,0.661732,-0.239124,0.099144,0.562948,0.865455,-0.897493,0.637052,-0.265455,0.097493
41.800000,0.530902,0.833087,-0.897815,0.669098,-0.233087,0.097815,0.556766,0.858288,-0.898479,0.643234,-0.258288,0.098479
41.850000,0.523345,0.827463,-0.895882,0.676655,-0.227463,0.095882,0.550248,0.851390,-0.898858,0.649752,-0.251390,0.098858
41.900000,0.515643,0.822285,-0.893358,0.684357,-0.222285,0.093358,0.543290,0.844673,-0.898617,0.656710,-0.244673,0.098617
41.950000,0.507846,0.817587,-0.890259,0.692154,-0.217587,0.090259,0.536315,0.838526,-0.897789,0.663685,-0.238526,0.097789
42.000000,0.500000,0.813397,-0.886603,0.700000,-0.213397,0.086603,0.528990,0.832642,-0.896348,0.671010,-0.232642,0.096348
42.050000,0.492154,0.809741,-0.882413,0.707846,-0.209741,0.082413,0.521475,0.827166,-0.894309,0.678525,-0.227166,0.094309
42.100000,0.484357,0.806642,-0.877715,0.715643,-0.206642,0.077715,0.513894,0.822175,-0.891718,0.686106,-0.222175,0.091718
42.150000,0.476655,0.804118,-0.872537,0.723345,-0.204118,0.072537,0.506153,0.817625,-0.888528,0.693847,-0.217625,0.088528
42.200000,0.469098,0.802185,-0.866913,0.730902,-0.202185,0.066913,0.498385,0.813587,-0.884797,0.701615,-0.213587,0.084797
42.250000,0.461732,0.800856,-0.860876,0.738268,-0.200856,0.060876,0.490476,0.810022,-0.880454,0.709524,-0.210022,0.080454
42.300000,0.454601,0.800137,-0.854464,0.745399,-0.200137,0.054464,0.482937,0.807137,-0.875800,0.717063,-0.207137,0.075800
42.350000,0.447750,0.800034,-0.847716,0.752250,-0.200034,0.047716,0.475333,0.804759,-0.870574,0.724667,-0.204759,0.070574
42.400000,0.441221,0.800548,-0.840674,0.758779,-0.200548,0.040674,0.467903,0.802973,-0.864930,0.732097,-0.202973,0.064930
42.450000,0.435055,0.801675,-0.833381,0.764945,-0.201675,0.033381,0.460655,0.801785,-0.858870,0.739345,-0.201785,0.058870
42.500000,0.429289,0.803407,-0.825882,0.770711,-0.203407,0.025882,0.453654,0.801203,-0.852451,0.746346,-0.201203,0.052451
42.550000,0.423959,0.805736,-0.818224,0.776041,-0.205736,0.018224,0.446790,0.801238,-0.845552,0.753210,-0.201238,0.045552
42.600000,0.419098,0.808645,-0.810453,0.780902,-0.208645,0.010453,0.440609,0.801854,-0.838755,0.759391,-0.201854,0.038755
42.650000,0.414736,0.812118,-0.802618,0.785264,-0.212118,0.002618,0.434593,0.803093,-0.831501,0.765407,-0.203093,0.031501
42.700000,0.410899,0.816133,-0.794766,0.789101,-0.216133,-0.005234,0.428872,0.804975,-0.823897,0.771128,-0.204975,0.023897
42.750000,0.407612,0.820665,-0.786947,0.792388,-0.220665,-0.013053,0.423780,0.807367,-0.816413,0.776220,-0.207367,0.016413
42.800000,0.404894,0.825686,-0.779209,0.795106,-0.225686,-0.020791,0.419074,0.810362,-0.808711,0.780926,-0.210362,0.008711
42.850000,0.402763,0.831165,-0.771598,0.797237,-0.231165,-0.028402,0.414867,0.813909,-0.800958,0.785133,-0.213909,0.000958
42.900000,0.401231,0.837068,-0.764163,0.798769,-0.237068,-0.035837,0.411186,0.817988,-0.793199,0.788814,-0.217988,-0.006801
42.950000,0.400308,0.843359,-0.756949,0.799692,-0.243359,-0.043051,0.408054,0.822569,-0.785484,0.791946,-0.222569,-0.014516
43.000000,0.400000,0.850000,-0.750000,0.800000,-0.250000,-0.050000,0.405487,0.827631,-0.777855,0.794513,-0.227631,-0.022145
43.050000,0.400308,0.856949,-0.743359,0.799692,-0.256949,-0.056641,0.403503,0.833138,-0.770365,0.796497,-0.233138,-0.029635
43.100000,0.401231,0.864163,-0.737068,0.798769,-0.264163,-0.062932,0.402094,0.839182,-0.762912,0.797906,-0.239182,-0.037088
43.150000,0.402763,0.871598,-0.731165,0.797237,-0.271598,-0.068835,0.401314,0.845560,-0.755754,0.798686,-0.245560,-0.044246
43.200000,0.404894,0.879209,-0.725686,0.795106,-0.279209,-0.074314,0.401149,0.851963,-0.749186,0.798851,-0.251963,-0.050814
43.250000,0.407612,0.886947,-0.720665,0.792388,-0.286947,-0.079335,0.401580,0.858887,-0.742693,0.798420,-0.258887,-0.057307
43.300000,0.410899,0.894766,-0.716133,0.789101,-0.294766,-0.083867,0.402618,0.866070,-0.736549,0.797382,-0.266070,-0.063451
43.350000,0.414736,0.902618,-0.712118,0.785264,-0.302618,-0.087882,0.404301,0.873620,-0.730681,0.795699,-0.273620,-0.069319
43.400000,0.419098,0.910453,-0.708645,0.780902,-0.310453,-0.091355,0.406495,0.881043,-0.725452,0.793505,-0.281043,-0.074548
43.450000,0.423959,0.918224,-0.705736,0.776041,-0.318224,-0.094264,0.409307,0.888727,-0.720581,0.790693,-0.288727,-0.079419
43.500000,0.429289,0.925882,-0.703407,0.770711,-0.325882,-0.096593,0.412671,0.896464,-0.716207,0.787329,-0.296464,-0.083793
43.550000,0.435055,0.933381,-0.701675,0.764945,-0.333381,-0.098325,0.416581,0.904235,-0.712346,0.783419,-0.304235,-0.087654
43.600000,0.441221,0.940674,-0.700548,0.758779,-0.340674,-0.099452,0.420994,0.911963,-0.709031,0.779006,-0.311963,-0.090969
43.650000,0.447750,0.947716,-0.700034,0.752250,-0.347716,-0.099966,0.425907,0.919634,-0.706273,0.774093,-0.319634,-0.093727
43.700000,0.454601,0.954464,-0.700137,0.745399,-0.354464,-0.099863,0.431274,0.927181,-0.704093,0.768726,-0.327181,-0.095907
43.750000,0.461732,0.960876,-0.700856,0.738268,-0.360876,-0.099144,0.437064,0.934557,-0.702506,0.762936,-0.334557,-0.097494
43.800000,0.469098,0.966913,-0.702185,0.730902,-0.366913,-0.097815,0.443230,0.941709,-0.701521,0.756770,-0.341709,-0.098479
43.850000,0.476655,0.972537,-0.704118,0.723345,-0.372537,-0.095882,0.449749,0.948608,-0.701142,0.750251,-0.348608,-0.098858
43.900000,0.484357,0.977715,-0.706642,0.715643,-0.377715,-0.093358,0.456593,0.955219,-0.701374,0.743407,-0.355219,-0.098626
43.950000,0.492154,0.982413,-0.709741,0.707846,-0.382413,-0.090259,0.463687,0.961476,-0.702211,0.736313,-0.361476,-0.097789
44.000000,0.500000,0.986603,-0.713397,0.700000,-0.386603,-0.086603,0.471007,0.967356,-0.703650,0.728993,-0.367356,-0.096350
44.050000,0.507846,0.990259,-0.717587,0.692154,-0.390259,-0.082413,0.478523,0.972833,-0.705690,0.721477,-0.372833,-0.094310
44.100000,0.515643,0.993358,-0.722285,0.684357,-0.393358,-0.077715,0.486097,0.977820,-0.708277,0.713903,-0.377820,-0.091723
44.150000,0.523345,0.995882,-0.727463,0.676655,-0.395882,-0.072537,0.493853,0.982378,-0.711476,0.706147,-0.382378,-0.088524
44.200000,0.530902,0.997815,-0.733087,0.669098,-0.397815,-0.066913,0.501606,0.986409,-0.715197,0.698394,-0.386409,-0.084803
44.250000,0.538268,0.999144,-0.739124,0.661732,-0.399144,-0.060876,0.509379,0.989918,-0.719461,0.690621,-0.389918,-0.080539
44.300000,0.545399,0.999863,-0.745536,0.654601,-0.399863,-0.054464,0.517072,0.992865,-0.724207,0.682928,-0.392865,-0.075793
44.350000,0.552250,0.999966,-0.752284,0.647750,-0.399966,-0.047716,0.524660,0.995240,-0.729421,0.675340,-0.395240,-0.070579
44.400000,0.558779,0.999452,-0.759326,0.641221,-0.399452,-0.040674,0.532093,0.997026,-0.735067,0.667907,-0.397026,-0.064933
44.450000,0.564945,0.998325,-0.766619,0.635055,-0.398325,-0.033381,0.539331,0.998215,-0.741116,0.660669,-0.398215,-0.058884
44.500000,0.570711,0.996593,-0.774118,0.629289,-0.396593,-0.025882,0.546328,0.998797,-0.747530,0.653672,-0.398797,-0.052470
44.550000,0.576041,0.994264,-0.781776,0.623959,-0.394264,-0.018224,0.553039,0.998771,-0.754268,0.646961,-0.398771,-0.045732
44.600000,0.580902,0.991355,-0.789547,0.619098,-0.391355,-0.010453,0.559412,0.998138,-0.761274,0.640588,-0.398138,-0.038726
44.650000,0.585264,0.987882,-0.797382,0.614736,-0.387882,-0.002618,0.565440,0.996893,-0.768547,0.634560,-0.396893,-0.031453
44.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571023,0.995073,-0.775949,0.628977,-0.395073,-0.024051
44.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576200,0.992650,-0.783550,0.623800,-0.392650,-0.016450
44.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580901,0.989662,-0.791239,0.619099,-0.389662,-0.008761
44.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585123,0.986098,-0.799025,0.614877,-0.386098,-0.000975
44.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588804,0.982025,-0.806779,0.611196,-0.382025,0.006779
44.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.591940,0.977438,-0.814502,0.608060,-0.377438,0.014502
45.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594557,0.972256,-0.822300,0.605443,-0.372256,0.022300
45.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596495,0.966870,-0.829625,0.603505,-0.366870,0.029625
45.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597884,0.960949,-0.836936,0.602116,-0.360949,0.036936
45.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598670,0.954651,-0.844019,0.601330,-0.354651,0.044019
45.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598846,0.948004,-0.850842,0.601154,-0.348004,0.050842
45.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598378,0.940750,-0.857628,0.601622,-0.340750,0.057628
45.300000,0.589101,0.905234,-0.883867,0.610899,-0.305234,0.083867,0.597379,0.933910,-0.863469,0.602621,-0.333910,0.063469
45.350000,0.585264,0.897382,-0.887882,0.614736,-0.297382,0.087882,0.595733,0.926503,-0.869230,0.604267,-0.326503,0.069230
45.400000,0.580902,0.889547,-0.891355,0.619098,-0.289547,0.091355,0.593510,0.918966,-0.874544,0.606490,-0.318966,0.074544
45.450000,0.576041,0.881776,-0.894264,0.623959,-0.281776,0.094264,0.590696,0.911279,-0.879417,0.609304,-0.311279,0.079417
45.500000,0.570711,0.874118,-0.896593,0.629289,-0.274118,0.096593,0.587325,0.903528,-0.883797,0.612675,-0.303528,0.083797
45.550000,0.564945,0.866619,-0.898325,0.635055,-0.266619,0.098325,0.583426,0.895776,-0.887651,0.616574,-0.295776,0.087651
45.600000,0.558779,0.859326,-0.899452,0.641221,-0.259326,0.099452,0.578897,0.887860,-0.891037,0.621103,-0.287860,0.091037
45.650000,0.552250,0.852284,-0.899966,0.647750,-0.252284,0.099966,0.574114,0.880393,-0.893721,0.625886,-0.280393,0.093721
45.700000,0.545399,0.845536,-0.899863,0.654601,-0.245536,0.099863,0.568772,0.872875,-0.895897,0.631228,-0.272875,0.095897
45.750000,0.538268,0.839124,-0.899144,0.661732,-0.239124,0.099144,0.562963,0.865476,-0.897488,0.637037,-0.265476,0.097488
45.800000,0.530902,0.833087,-0.897815,0.669098,-0.233087,0.097815,0.556775,0.858300,-0.898476,0.643225,-0.258300,0.098476
45.850000,0.523345,0.827463,-0.895882,0.676655,-0.227463,0.095882,0.550121,0.851266,-0.898855,0.649879,-0.251266,0.098855
45.900000,0.515643,0.822285,-0.893358,0.684357,-0.222285,0.093358,0.543412,0.844786,-0.898626,0.656588,-0.244786,0.098626
45.950000,0.507846,0.817587,-0.890259,0.692154,-0.217587,0.090259,0.536302,0.838517,-0.897785,0.663698,-0.238517,0.097785
46.000000,0.500000,0.813397,-0.886603,0.700000,-0.213397,0.086603,0.528971,0.832629,-0.896342,0.671029,-0.232629,0.096342
46.050000,0.492154,0.809741,-0.882413,0.707846,-0.209741,0.082413,0.521464,0.827158,-0.894306,0.678536,-0.227158,0.094306
46.100000,0.484357,0.806642,-0.877715,0.715643,-0.206642,0.077715,0.513839,0.822145,-0.891694,0.686161,-0.222145,0.091694
46.150000,0.476655,0.804118,-0.872537,0.723345,-0.204118,0.072537,0.506109,0.817602,-0.888507,0.693891,-0.217602,0.088507
46.200000,0.469098,0.802185,-0.866913,0.730902,-0.202185,0.066913,0.498205,0.813501,-0.884704,0.701795,-0.213501,0.084704
46.250000,0.461732,0.800856,-0.860876,0.738268,-0.200856,0.060876,0.490614,0.810076,-0.880539,0.709386,-0.210076,0.080539
46.300000,0.454601,0.800137,-0.854464,0.745399,-0.200137,0.054464,0.482911,0.807128,-0.875784,0.717089,-0.207128,0.075784
46.350000,0.447750,0.800034,-0.847716,0.752250,-0.200034,0.047716,0.475318,0.804754,-0.870564,0.724682,-0.204754,0.070564
46.400000,0.441221,0.800548,-0.840674,0.758779,-0.200548,0.040674,0.467735,0.802940,-0.864794,0.732265,-0.202940,0.064794
46.450000,0.435055,0.801675,-0.833381,0.764945,-0.201675,0.033381,0.460664,0.801782,-0.858881,0.739336,-0.201782,0.058881
46.500000,0.429289,0.803407,-0.825882,0.770711,-0.203407,0.025882,0.453659,0.801202,-0.852458,0.746341,-0.201202,0.052458
46.550000,0.423959,0.805736,-0.818224,0.776041,-0.205736,0.018224,0.446945,0.801230,-0.845715,0.753055,-0.201230,0.045715
46.600000,0.419098,0.808645,-0.810453,0.780902,-0.208645,0.010453,0.440569,0.801865,-0.838703,0.759431,-0.201865,0.038703
46.650000,0.414736,0.812118,-0.802618,0.785264,-0.212118,0.002618,0.434548,0.803109,-0.831440,0.765452,-0.203109,0.031440
46.700000,0.410899,0.816133,-0.794766,0.789101,-0.216133,-0.005234,0.428845,0.804984,-0.823861,0.771155,-0.204984,0.023861
46.750000,0.407612,0.820665,-0.786947,0.792388,-0.220665,-0.013053,0.423564,0.807479,-0.816086,0.776436,-0.207479,0.016086
46.800000,0.404894,0.825686,-0.779209,0.795106,-0.225686,-0.020791,0.419036,0.810375,-0.808661,0.780964,-0.210375,0.008661
46.850000,0.402763,0.831165,-0.771598,0.797237,-0.231165,-0.028402,0.414888,0.813888,-0.801000,0.785112,-0.213888,0.001000
46.900000,0.401231,0.837068,-0.764163,0.798769,-0.237068,-0.035837,0.411207,0.817959,-0.793247,0.788793,-0.217959,-0.006753
46.950000,0.400308,0.843359,-0.756949,0.799692,-0.243359,-0.043051,0.408076,0.822526,-0.785550,0.791924,-0.222526,-0.014450
47.000000,0.400000,0.850000,-0.750000,0.800000,-0.250000,-0.050000,0.405501,0.827604,-0.777897,0.794499,-0.227604,-0.022103
47.050000,0.400308,0.856949,-0.743359,0.799692,-0.256949,-0.056641,0.403511,0.833122,-0.770389,0.796489,-0.233122,-0.029611
47.100000,0.401231,0.864163,-0.737068,0.798769,-0.264163,-0.062932,0.402119,0.839060,-0.763059,0.797881,-0.239060,-0.036941
47.150000,0.402763,0.871598,-0.731165,0.797237,-0.271598,-0.068835,0.401332,0.845367,-0.755965,0.798668,-0.245367,-0.044035
47.200000,0.404894,0.879209,-0.725686,0.795106,-0.279209,-0.074314,0.401159,0.852130,-0.749029,0.798841,-0.252130,-0.050971
47.250000,0.407612,0.886947,-0.720665,0.792388,-0.286947,-0.079335,0.401601,0.859054,-0.742547,0.798399,-0.259054,-0.057453
47.300000,0.410899,0.894766,-0.716133,0.789101,-0.294766,-0.083867,0.402626,0.866106,-0.736520,0.797374,-0.266106,-0.063480
47.350000,0.414736,0.902618,-0.712118,0.785264,-0.302618,-0.087882,0.404258,0.873475,-0.730783,0.795742,-0.273475,-0.069217
47.400000,0.419098,0.910453,-0.708645,0.780902,-0.310453,-0.091355,0.406489,0.881032,-0.725457,0.793511,-0.281032,-0.074543
47.450000,0.423959,0.918224,-0.705736,0.776041,-0.318224,-0.094264,0.409304,0.888720,-0.720583,0.790696,-0.288720,-0.079417
47.500000,0.429289,0.925882,-0.703407,0.770711,-0.325882,-0.096593,0.412675,0.896471,-0.716204,0.787325,-0.296471,-0.083796
47.550000,0.435055,0.933381,-0.701675,0.764945,-0.333381,-0.098325,0.416575,0.904226,-0.712349,0.783425,-0.304226,-0.087651
47.600000,0.441221,0.940674,-0.700548,0.758779,-0.340674,-0.099452,0.420989,0.911956,-0.709033,0.779011,-0.311956,-0.090967
47.650000,0.447750,0.947716,-0.700034,0.752250,-0.347716,-0.099966,0.425883,0.919603,-0.706280,0.774117,-0.319603,-0.093720
47.700000,0.454601,0.954464,-0.700137,0.745399,-0.354464,-0.099863,0.431260,0.927162,-0.704098,0.768740,-0.327162,-0.095902
47.750000,0.461732,0.960876,-0.700856,0.738268,-0.360876,-0.099144,0.437234,0.934764,-0.702470,0.762766,-0.334764,-0.097530
47.800000,0.469098,0.966913,-0.702185,0.730902,-0.366913,-0.097815,0.443207,0.941684,-0.701523,0.756793,-0.341684,-0.098477
47.850000,0.476655,0.972537,-0.704118,0.723345,-0.372537,-0.095882,0.449747,0.948603,-0.701144,0.750253,-0.348603,-0.098856
47.900000,0.484357,0.977715,-0.706642,0.715643,-0.377715,-0.093358,0.456484,0.955128,-0.701356,0.743516,-0.355128,-0.098644
47.950000,0.492154,0.982413,-0.709741,0.707846,-0.382413,-0.090259,0.463636,0.961433,-0.702204,0.736364,-0.361433,-0.097796
48.000000,0.500000,0.986603,-0.713397,0.700000,-0.386603,-0.086603,0.470992,0.967341,-0.703651,0.729008,-0.367341,-0.096349
48.050000,0.507846,0.990259,-0.717587,0.692154,-0.390259,-0.082413,0.478491,0.972810,-0.705681,0.721509,-0.372810,-0.094319
48.100000,0.515643,0.993358,-0.722285,0.684357,-0.393358,-0.077715,0.486264,0.977916,-0.708347,0.713736,-0.377916,-0.091653
48.150000,0.523345,0.995882,-0.727463,0.676655,-0.395882,-0.072537,0.493859,0.982379,-0.711480,0.706141,-0.382379,-0.088520
48.200000,0.530902,0.997815,-0.733087,0.669098,-0.397815,-0.066913,0.501624,0.986416,-0.715208,0.698376,-0.386416,-0.084792
48.250000,0.538268,0.999144,-0.739124,0.661732,-0.399144,-0.060876,0.509496,0.989970,-0.719526,0.690504,-0.389970,-0.080474
48.300000,0.545399,0.999863,-0.745536,0.654601,-0.399863,-0.054464,0.517042,0.992856,-0.724186,0.682958,-0.392856,-0.075814
48.350000,0.552250,0.999966,-0.752284,0.647750,-0.399966,-0.047716,0.524654,0.995236,-0.729418,0.675346,-0.395236,-0.070582
48.400000,0.558779,0.999452,-0.759326,0.641221,-0.399452,-0.040674,0.532214,0.997049,-0.735165,0.667786,-0.397049,-0.064835
48.450000,0.564945,0.998325,-0.766619,0.635055,-0.398325,-0.033381,0.539327,0.998213,-0.741114,0.660673,-0.398213,-0.058886
48.500000,0.570711,0.996593,-0.774118,0.629289,-0.396593,-0.025882,0.546336,0.998796,-0.747540,0.653664,-0.398796,-0.052460
48.550000,0.576041,0.994264,-0.781776,0.623959,-0.394264,-0.018224,0.553052,0.998768,-0.754284,0.646948,-0.398768,-0.045716
48.600000,0.580902,0.991355,-0.789547,0.619098,-0.391355,-0.010453,0.559438,0.998131,-0.761307,0.640562,-0.398131,-0.038693
48.650000,0.585264,0.987882,-0.797382,0.614736,-0.387882,-0.002618,0.565455,0.996889,-0.768566,0.634545,-0.396889,-0.031434
48.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571049,0.995061,-0.775988,0.628951,-0.395061,-0.024012
48.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576230,0.992630,-0.783600,0.623770,-0.392630,-0.016400
48.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580938,0.989630,-0.791308,0.619062,-0.389630,-0.008692
48.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585145,0.986079,-0.799066,0.614855,-0.386079,-0.000934
48.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588821,0.982006,-0.806814,0.611179,-0.382006,0.006814
48.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.591941,0.977452,-0.814489,0.608059,-0.377452,0.014489
49.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594553,0.972274,-0.822279,0.605447,-0.372274,0.022279
49.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596496,0.966865,-0.829632,0.603504,-0.366865,0.029632
49.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597904,0.960833,-0.837071,0.602096,-0.360833,0.037071
49.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598670,0.954636,-0.844034,0.601330,-0.354636,0.044034
49.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598847,0.948006,-0.850841,0.601153,-0.348006,0.050841
49.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598412,0.941068,-0.857344,0.601588,-0.341068,0.057344
49.300000,0.589101,0.905234,-0.883867,0.610899,-0.305234,0.083867,0.597371,0.933880,-0.863490,0.602629,-0.333880,0.063490
49.350000,0.585264,0.897382,-0.887882,0.614736,-0.297382,0.087882,0.595729,0.926486,-0.869243,0.604271,-0.326486,0.069243
49.400000,0.580902,0.889547,-0.891355,0.619098,-0.289547,0.091355,0.593418,0.918691,-0.874726,0.606582,-0.318691,0.074726
49.450000,0.576041,0.881776,-0.894264,0.623959,-0.281776,0.094264,0.590728,0.911341,-0.879388,0.609272,-0.311341,0.079388
49.500000,0.570711,0.874118,-0.896593,0.629289,-0.274118,0.096593,0.587351,0.903578,-0.883773,0.612649,-0.303578,0.083773
49.550000,0.564945,0.866619,-0.898325,0.635055,-0.266619,0.098325,0.583448,0.895814,-0.887633,0.616552,-0.295814,0.087633
49.600000,0.558779,0.859326,-0.899452,0.641221,-0.259326,0.099452,0.579013,0.888052,-0.890961,0.620987,-0.288052,0.090961
49.650000,0.552250,0.852284,-0.899966,0.647750,-0.252284,0.099966,0.574106,0.880386,-0.893720,0.625894,-0.280386,0.093720
49.700000,0.545399,0.845536,-0.899863,0.654601,-0.245536,0.099863,0.568742,0.872842,-0.895901,0.631258,-0.272842,0.095901
49.750000,0.538268,0.839124,-0.899144,0.661732,-0.239124,0.099144,0.562856,0.865345,-0.897511,0.637144,-0.265345,0.097511
49.800000,0.530902,0.833087,-0.897815,0.669098,-0.233087,0.097815,0.556797,0.858321,-0.898476,0.643203,-0.258321,0.098476
49.850000,0.523345,0.827463,-0.895882,0.676655,-0.227463,0.095882,0.550255,0.851400,-0.898855,0.649745,-0.251400,0.098855
49.900000,0.515643,0.822285,-0.893358,0.684357,-0.222285,0.093358,0.543410,0.844786,-0.898624,0.656590,-0.244786,0.098624
49.950000,0.507846,0.817587,-0.890259,0.692154,-0.217587,0.090259,0.536301,0.838516,-0.897785,0.663699,-0.238516,0.097785
50.000000,0.500000,0.813397,-0.886603,0.700000,-0.213397,0.086603,0.528848,0.832535,-0.896313,0.671152,-0.232535,0.096313
50.050000,0.492154,0.809741,-0.882413,0.707846,-0.209741,0.082413,0.521480,0.827169,-0.894311,0.678520,-0.227169,0.094311
50.100000,0.484357,0.806642,-0.877715,0.715643,-0.206642,0.077715,0.513916,0.822187,-0.891729,0.686084,-0.222187,0.091729
50.150000,0.476655,0.804118,-0.872537,0.723345,-0.204118,0.072537,0.506171,0.817634,-0.888537,0.693829,-0.217634,0.088537
50.200000,0.469098,0.802185,-0.866913,0.730902,-0.202185,0.066913,0.498408,0.813598,-0.884810,0.701592,-0.213598,0.084810
50.250000,0.461732,0.800856,-0.860876,0.738268,-0.200856,0.060876,0.490669,0.810099,-0.880570,0.709331,-0.210099,0.080570
50.300000,0.454601,0.800137,-0.854464,0.745399,-0.200137,0.054464,0.482955,0.807144,-0.875810,0.717045,-0.207144,0.075810
50.350000,0.447750,0.800034,-0.847716,0.752250,-0.200034,0.047716,0.475219,0.804729,-0.870490,0.724781,-0.204729,0.070490
50.400000,0.441221,0.800548,-0.840674,0.758779,-0.200548,0.040674,0.467925,0.802978,-0.864947,0.732075,-0.202978,0.064947
50.450000,0.435055,0.801675,-0.833381,0.764945,-0.201675,0.033381,0.460668,0.801788,-0.858880,0.739332,-0.201788,0.058880
50.500000,0.429289,0.803407,-0.825882,0.770711,-0.203407,0.025882,0.453662,0.801205,-0.852457,0.746338,-0.201205,0.052457
50.550000,0.423959,0.805736,-0.818224,0.776041,-0.205736,0.018224,0.446838,0.801237,-0.845601,0.753162,-0.201237,0.045601
