time,des_joint2_to_joint1,des_joint3_to_joint2,des_joint4_to_joint3,des_joint5_to_joint4,des_joint6_to_joint5,des_joint6output_to_joint6,act_joint2_to_joint1,act_joint3_to_joint2,act_joint4_to_joint3,act_joint5_to_joint4,act_joint6_to_joint5,act_joint6output_to_joint6
19.450000,0.423959,0.918224,-0.705736,0.776041,-0.318224,-0.094264,0.409304,0.888718,-0.720586,0.790696,-0.288718,-0.079414
19.500000,0.429289,0.925882,-0.703407,0.770711,-0.325882,-0.096593,0.412667,0.896454,-0.716213,0.787333,-0.296454,-0.083787
19.550000,0.435055,0.933381,-0.701675,0.764945,-0.333381,-0.098325,0.416559,0.904198,-0.712361,0.783441,-0.304198,-0.087639
19.600000,0.441221,0.940674,-0.700548,0.758779,-0.340674,-0.099452,0.420972,0.911929,-0.709044,0.779028,-0.311929,-0.090956
19.650000,0.447750,0.947716,-0.700034,0.752250,-0.347716,-0.099966,0.425882,0.919599,-0.706283,0.774118,-0.319599,-0.093717
19.700000,0.454601,0.954464,-0.700137,0.745399,-0.354464,-0.099863,0.431247,0.927145,-0.704102,0.768753,-0.327145,-0.095898
19.750000,0.461732,0.960876,-0.700856,0.738268,-0.360876,-0.099144,0.437048,0.934537,-0.702512,0.762952,-0.334537,-0.097488
19.800000,0.469098,0.966913,-0.702185,0.730902,-0.366913,-0.097815,0.443208,0.941685,-0.701524,0.756792,-0.341685,-0.098476
19.850000,0.476655,0.972537,-0.704118,0.723345,-0.372537,-0.095882,0.449748,0.948603,-0.701145,0.750252,-0.348603,-0.098855
19.900000,0.484357,0.977715,-0.706642,0.715643,-0.377715,-0.093358,0.456975,0.955570,-0.701406,0.743025,-0.355570,-0.098594
19.950000,0.492154,0.982413,-0.709741,0.707846,-0.382413,-0.090259,0.463647,0.961445,-0.702202,0.736353,-0.361445,-0.097798
20.000000,0.500000,0.986603,-0.713397,0.700000,-0.386603,-0.086603,0.470999,0.967349,-0.703650,0.729001,-0.367349,-0.096350
20.050000,0.507846,0.990259,-0.717587,0.692154,-0.390259,-0.082413,0.478519,0.972829,-0.705690,0.721481,-0.372829,-0.094310
20.100000,0.515643,0.993358,-0.722285,0.684357,-0.393358,-0.077715,0.486165,0.977855,-0.708310,0.713835,-0.377855,-0.091690
20.150000,0.523345,0.995882,-0.727463,0.676655,-0.395882,-0.072537,0.493893,0.982398,-0.711495,0.706107,-0.382398,-0.088505
20.200000,0.530902,0.997815,-0.733087,0.669098,-0.397815,-0.066913,0.501645,0.986427,-0.715218,0.698355,-0.386427,-0.084782
20.250000,0.538268,0.999144,-0.739124,0.661732,-0.399144,-0.060876,0.509391,0.989925,-0.719466,0.690609,-0.389925,-0.080534
20.300000,0.545399,0.999863,-0.745536,0.654601,-0.399863,-0.054464,0.517092,0.992873,-0.724219,0.682908,-0.392873,-0.075781
20.350000,0.552250,0.999966,-0.752284,0.647750,-0.399966,-0.047716,0.524684,0.995246,-0.729438,0.675316,-0.395246,-0.070562
20.400000,0.558779,0.999452,-0.759326,0.641221,-0.399452,-0.040674,0.532254,0.997057,-0.735197,0.667746,-0.397057,-0.064803
20.450000,0.564945,0.998325,-0.766619,0.635055,-0.398325,-0.033381,0.539500,0.998235,-0.741266,0.660500,-0.398235,-0.058734
20.500000,0.570711,0.996593,-0.774118,0.629289,-0.396593,-0.025882,0.546346,0.998799,-0.747547,0.653654,-0.398799,-0.052453
20.550000,0.576041,0.994264,-0.781776,0.623959,-0.394264,-0.018224,0.553047,0.998773,-0.754275,0.646953,-0.398773,-0.045725
20.600000,0.580902,0.991355,-0.789547,0.619098,-0.391355,-0.010453,0.559435,0.998134,-0.761301,0.640565,-0.398134,-0.038699
20.650000,0.585264,0.987882,-0.797382,0.614736,-0.387882,-0.002618,0.565454,0.996891,-0.768563,0.634546,-0.396891,-0.031437
20.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571049,0.995061,-0.775989,0.628951,-0.395061,-0.024011
20.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576231,0.992630,-0.783601,0.623769,-0.392630,-0.016399
20.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580931,0.989638,-0.791293,0.619069,-0.389638,-0.008707
20.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585199,0.986030,-0.799169,0.614801,-0.386030,-0.000831
20.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588812,0.982016,-0.806796,0.611188,-0.382016,0.006796
20.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.591950,0.977422,-0.814528,0.608050,-0.377422,0.014528
21.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594558,0.972257,-0.822301,0.605442,-0.372257,0.022301
21.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596501,0.966842,-0.829660,0.603499,-0.366842,0.029660
21.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597907,0.960817,-0.837090,0.602093,-0.360817,0.037090
21.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598673,0.954638,-0.844034,0.601327,-0.354638,0.044034
21.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598847,0.947997,-0.850851,0.601153,-0.347997,0.050851
21.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598412,0.941062,-0.857350,0.601588,-0.341062,0.057350
21.300000,0.589101,0.905234,-0.883867,0.610899,-0.305234,0.083867,0.597371,0.933877,-0.863494,0.602629,-0.333877,0.063494
21.350000,0.585264,0.897382,-0.887882,0.614736,-0.297382,0.087882,0.595729,0.926484,-0.869245,0.604271,-0.326484,0.069245
21.400000,0.580902,0.889547,-0.891355,0.619098,-0.289547,0.091355,0.593496,0.918928,-0.874568,0.606504,-0.318928,0.074568
21.450000,0.576041,0.881776,-0.894264,0.623959,-0.281776,0.094264,0.590695,0.911270,-0.879424,0.609305,-0.311270,0.079424
21.500000,0.570711,0.874118,-0.896593,0.629289,-0.274118,0.096593,0.587340,0.903552,-0.883788,0.612660,-0.303552,0.083788
21.550000,0.564945,0.866619,-0.898325,0.635055,-0.266619,0.098325,0.583357,0.895647,-0.887711,0.616643,-0.295647,0.087711
21.600000,0.558779,0.859326,-0.899452,0.641221,-0.259326,0.099452,0.579022,0.888061,-0.890961,0.620978,-0.288061,0.090961
21.650000,0.552250,0.852284,-0.899966,0.647750,-0.252284,0.099966,0.574103,0.880380,-0.893723,0.625897,-0.280380,0.093723
21.700000,0.545399,0.845536,-0.899863,0.654601,-0.245536,0.099863,0.568732,0.872828,-0.895904,0.631268,-0.272828,0.095904
21.750000,0.538268,0.839124,-0.899144,0.661732,-0.239124,0.099144,0.562939,0.865448,-0.897492,0.637061,-0.265448,0.097492
21.800000,0.530902,0.833087,-0.897815,0.669098,-0.233087,0.097815,0.556775,0.858297,-0.898478,0.643225,-0.258297,0.098478
21.850000,0.523345,0.827463,-0.895882,0.676655,-0.227463,0.095882,0.550242,0.851385,-0.898856,0.649758,-0.251385,0.098856
21.900000,0.515643,0.822285,-0.893358,0.684357,-0.222285,0.093358,0.543402,0.844777,-0.898625,0.656598,-0.244777,0.098625
21.950000,0.507846,0.817587,-0.890259,0.692154,-0.217587,0.090259,0.536324,0.838532,-0.897792,0.663676,-0.238532,0.097792
22.000000,0.500000,0.813397,-0.886603,0.700000,-0.213397,0.086603,0.528984,0.832638,-0.896346,0.671016,-0.232638,0.096346
22.050000,0.492154,0.809741,-0.882413,0.707846,-0.209741,0.082413,0.521471,0.827163,-0.894308,0.678529,-0.227163,0.094308
22.100000,0.484357,0.806642,-0.877715,0.715643,-0.206642,0.077715,0.513829,0.822140,-0.891688,0.686171,-0.222140,0.091688
22.150000,0.476655,0.804118,-0.872537,0.723345,-0.204118,0.072537,0.506117,0.817606,-0.888512,0.693883,-0.217606,0.088512
22.200000,0.469098,0.802185,-0.866913,0.730902,-0.202185,0.066913,0.498386,0.813585,-0.884801,0.701614,-0.213585,0.084801
22.250000,0.461732,0.800856,-0.860876,0.738268,-0.200856,0.060876,0.490477,0.810021,-0.880456,0.709523,-0.210021,0.080456
22.300000,0.454601,0.800137,-0.854464,0.745399,-0.200137,0.054464,0.482923,0.807132,-0.875791,0.717077,-0.207132,0.075791
22.350000,0.447750,0.800034,-0.847716,0.752250,-0.200034,0.047716,0.475340,0.804759,-0.870580,0.724660,-0.204759,0.070580
22.400000,0.441221,0.800548,-0.840674,0.758779,-0.200548,0.040674,0.467892,0.802972,-0.864921,0.732108,-0.202972,0.064921
22.450000,0.435055,0.801675,-0.833381,0.764945,-0.201675,0.033381,0.460648,0.801784,-0.858865,0.739352,-0.201784,0.058865
22.500000,0.429289,0.803407,-0.825882,0.770711,-0.203407,0.025882,0.453650,0.801202,-0.852448,0.746350,-0.201202,0.052448
22.550000,0.423959,0.805736,-0.818224,0.776041,-0.205736,0.018224,0.446958,0.801227,-0.845731,0.753042,-0.201227,0.045731
22.600000,0.419098,0.808645,-0.810453,0.780902,-0.208645,0.010453,0.440578,0.801863,-0.838715,0.759422,-0.201863,0.038715
22.650000,0.414736,0.812118,-0.802618,0.785264,-0.212118,0.002618,0.434574,0.803099,-0.831475,0.765426,-0.203099,0.031475
22.700000,0.410899,0.816133,-0.794766,0.789101,-0.216133,-0.005234,0.428959,0.804938,-0.824021,0.771041,-0.204938,0.024021
22.750000,0.407612,0.820665,-0.786947,0.792388,-0.220665,-0.013053,0.423774,0.807369,-0.816405,0.776226,-0.207369,0.016405
22.800000,0.404894,0.825686,-0.779209,0.795106,-0.225686,-0.020791,0.419064,0.810369,-0.808695,0.780936,-0.210369,0.008695
22.850000,0.402763,0.831165,-0.771598,0.797237,-0.231165,-0.028402,0.414857,0.813921,-0.800936,0.785143,-0.213921,0.000936
22.900000,0.401231,0.837068,-0.764163,0.798769,-0.237068,-0.035837,0.411175,0.818002,-0.793173,0.788825,-0.218002,-0.006827
22.950000,0.400308,0.843359,-0.756949,0.799692,-0.243359,-0.043051,0.408043,0.822589,-0.785454,0.791957,-0.222589,-0.014546
23.000000,0.400000,0.850000,-0.750000,0.800000,-0.250000,-0.050000,0.405356,0.827935,-0.777421,0.794644,-0.227935,-0.022579
23.050000,0.400308,0.856949,-0.743359,0.799692,-0.256949,-0.056641,0.403502,0.833124,-0.770378,0.796498,-0.233124,-0.029622
23.100000,0.401231,0.864163,-0.737068,0.798769,-0.264163,-0.062932,0.402113,0.839061,-0.763052,0.797887,-0.239061,-0.036948
23.150000,0.402763,0.871598,-0.731165,0.797237,-0.271598,-0.068835,0.401329,0.845368,-0.755961,0.798671,-0.245368,-0.044039
23.200000,0.404894,0.879209,-0.725686,0.795106,-0.279209,-0.074314,0.401154,0.852105,-0.749049,0.798846,-0.252105,-0.050951
23.250000,0.407612,0.886947,-0.720665,0.792388,-0.286947,-0.079335,0.401584,0.858915,-0.742669,0.798416,-0.258915,-0.057331
23.300000,0.410899,0.894766,-0.716133,0.789101,-0.294766,-0.083867,0.402627,0.866110,-0.736518,0.797373,-0.266110,-0.063482
23.350000,0.414736,0.902618,-0.712118,0.785264,-0.302618,-0.087882,0.404270,0.873508,-0.730762,0.795730,-0.273508,-0.069238
23.400000,0.419098,0.910453,-0.708645,0.780902,-0.310453,-0.091355,0.406498,0.881056,-0.725442,0.793502,-0.281056,-0.074558
23.450000,0.423959,0.918224,-0.705736,0.776041,-0.318224,-0.094264,0.409309,0.888734,-0.720575,0.790691,-0.288734,-0.079425
23.500000,0.429289,0.925882,-0.703407,0.770711,-0.325882,-0.096593,0.412649,0.896427,-0.716222,0.787351,-0.296427,-0.083778
23.550000,0.435055,0.933381,-0.701675,0.764945,-0.333381,-0.098325,0.416558,0.904198,-0.712360,0.783442,-0.304198,-0.087640
23.600000,0.441221,0.940674,-0.700548,0.758779,-0.340674,-0.099452,0.420990,0.911955,-0.709035,0.779010,-0.311955,-0.090965
23.650000,0.447750,0.947716,-0.700034,0.752250,-0.347716,-0.099966,0.425893,0.919614,-0.706279,0.774107,-0.319614,-0.093721
23.700000,0.454601,0.954464,-0.700137,0.745399,-0.354464,-0.099863,0.431255,0.927156,-0.704099,0.768745,-0.327156,-0.095901
23.750000,0.461732,0.960876,-0.700856,0.738268,-0.360876,-0.099144,0.437042,0.934531,-0.702511,0.762958,-0.334531,-0.097489
23.800000,0.469098,0.966913,-0.702185,0.730902,-0.366913,-0.097815,0.443514,0.942020,-0.701494,0.756486,-0.342020,-0.098506
23.850000,0.476655,0.972537,-0.704118,0.723345,-0.372537,-0.095882,0.449719,0.948578,-0.701141,0.750281,-0.348578,-0.098859
23.900000,0.484357,0.977715,-0.706642,0.715643,-0.377715,-0.093358,0.456679,0.955299,-0.701380,0.743321,-0.355299,-0.098620
23.950000,0.492154,0.982413,-0.709741,0.707846,-0.382413,-0.090259,0.463664,0.961455,-0.702208,0.736336,-0.361455,-0.097792
24.000000,0.500000,0.986603,-0.713397,0.700000,-0.386603,-0.086603,0.471156,0.967467,-0.703689,0.728844,-0.367467,-0.096311
24.050000,0.507846,0.990259,-0.717587,0.692154,-0.390259,-0.082413,0.478499,0.972817,-0.705682,0.721501,-0.372817,-0.094318
24.100000,0.515643,0.993358,-0.722285,0.684357,-0.393358,-0.077715,0.486153,0.977848,-0.708306,0.713847,-0.377848,-0.091694
24.150000,0.523345,0.995882,-0.727463,0.676655,-0.395882,-0.072537,0.493873,0.982388,-0.711485,0.706127,-0.382388,-0.088515
24.200000,0.530902,0.997815,-0.733087,0.669098,-0.397815,-0.066913,0.501631,0.986420,-0.715211,0.698369,-0.386420,-0.084789
24.250000,0.538268,0.999144,-0.739124,0.661732,-0.399144,-0.060876,0.509380,0.989920,-0.719460,0.690620,-0.389920,-0.080540
24.300000,0.545399,0.999863,-0.745536,0.654601,-0.399863,-0.054464,0.517059,0.992863,-0.724196,0.682941,-0.392863,-0.075804
24.350000,0.552250,0.999966,-0.752284,0.647750,-0.399966,-0.047716,0.524664,0.995240,-0.729424,0.675336,-0.395240,-0.070576
24.400000,0.558779,0.999452,-0.759326,0.641221,-0.399452,-0.040674,0.532110,0.997028,-0.735082,0.667890,-0.397028,-0.064918
24.450000,0.564945,0.998325,-0.766619,0.635055,-0.398325,-0.033381,0.539329,0.998216,-0.741114,0.660671,-0.398216,-0.058886
24.500000,0.570711,0.996593,-0.774118,0.629289,-0.396593,-0.025882,0.546337,0.998797,-0.747539,0.653663,-0.398797,-0.052461
24.550000,0.576041,0.994264,-0.781776,0.623959,-0.394264,-0.018224,0.553146,0.998767,-0.754379,0.646854,-0.398767,-0.045621
24.600000,0.580902,0.991355,-0.789547,0.619098,-0.391355,-0.010453,0.559416,0.998137,-0.761279,0.640584,-0.398137,-0.038721
24.650000,0.585264,0.987882,-0.797382,0.614736,-0.387882,-0.002618,0.565432,0.996897,-0.768535,0.634568,-0.396897,-0.031465
24.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571037,0.995064,-0.775973,0.628963,-0.395064,-0.024027
24.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576206,0.992646,-0.783560,0.623794,-0.392646,-0.016440
24.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580924,0.989640,-0.791285,0.619076,-0.389640,-0.008715
24.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585137,0.986084,-0.799052,0.614863,-0.386084,-0.000948
24.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588817,0.982008,-0.806809,0.611183,-0.382008,0.006809
24.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.591952,0.977417,-0.814535,0.608048,-0.377417,0.014535
25.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594519,0.972351,-0.822168,0.605481,-0.372351,0.022168
25.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596496,0.966881,-0.829615,0.603504,-0.366881,0.029615
25.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597885,0.960955,-0.836930,0.602115,-0.360955,0.036930
25.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598672,0.954684,-0.843988,0.601328,-0.354684,0.043988
25.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598847,0.948024,-0.850823,0.601153,-0.348024,0.050823
25.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598397,0.940933,-0.857464,0.601603,-0.340933,0.057464
25.300000,0.589101,0.905234,-0.883867,0.610899,-0.305234,0.083867,0.597385,0.933940,-0.863445,0.602615,-0.333940,0.063445
25.350000,0.585264,0.897382,-0.887882,0.614736,-0.297382,0.087882,0.595737,0.926521,-0.869216,0.604263,-0.326521,0.069216
25.400000,0.580902,0.889547,-0.891355,0.619098,-0.289547,0.091355,0.593507,0.918964,-0.874543,0.606493,-0.318964,0.074543
25.450000,0.576041,0.881776,-0.894264,0.623959,-0.281776,0.094264,0.590694,0.911277,-0.879417,0.609306,-0.311277,0.079417
25.500000,0.570711,0.874118,-0.896593,0.629289,-0.274118,0.096593,0.587257,0.903388,-0.883870,0.612743,-0.303388,0.083870
25.550000,0.564945,0.866619,-0.898325,0.635055,-0.266619,0.098325,0.583422,0.895770,-0.887652,0.616578,-0.295770,0.087652
25.600000,0.558779,0.859326,-0.899452,0.641221,-0.259326,0.099452,0.578998,0.888026,-0.890972,0.621002,-0.288026,0.090972
25.650000,0.552250,0.852284,-0.899966,0.647750,-0.252284,0.099966,0.574117,0.880396,-0.893721,0.625883,-0.280396,0.093721
25.700000,0.545399,0.845536,-0.899863,0.654601,-0.245536,0.099863,0.568752,0.872852,-0.895900,0.631248,-0.272852,0.095900
25.750000,0.538268,0.839124,-0.899144,0.661732,-0.239124,0.099144,0.562952,0.865462,-0.897490,0.637048,-0.265462,0.097490
25.800000,0.530902,0.833087,-0.897815,0.669098,-0.233087,0.097815,0.556768,0.858291,-0.898477,0.643232,-0.258291,0.098477
25.850000,0.523345,0.827463,-0.895882,0.676655,-0.227463,0.095882,0.550060,0.851199,-0.898861,0.649940,-0.251199,0.098861
25.900000,0.515643,0.822285,-0.893358,0.684357,-0.222285,0.093358,0.543457,0.844824,-0.898633,0.656543,-0.244824,0.098633
25.950000,0.507846,0.817587,-0.890259,0.692154,-0.217587,0.090259,0.536342,0.838549,-0.897793,0.663658,-0.238549,0.097793
26.000000,0.500000,0.813397,-0.886603,0.700000,-0.213397,0.086603,0.529006,0.832656,-0.896351,0.670994,-0.232656,0.096351
26.050000,0.492154,0.809741,-0.882413,0.707846,-0.209741,0.082413,0.521497,0.827182,-0.894315,0.678503,-0.227182,0.094315
26.100000,0.484357,0.806642,-0.877715,0.715643,-0.206642,0.077715,0.513844,0.822151,-0.891693,0.686156,-0.222151,0.091693
26.150000,0.476655,0.804118,-0.872537,0.723345,-0.204118,0.072537,0.505971,0.817528,-0.888443,0.694029,-0.217528,0.088443
26.200000,0.469098,0.802185,-0.866913,0.730902,-0.202185,0.066913,0.498346,0.813570,-0.884776,0.701654,-0.213570,0.084776
26.250000,0.461732,0.800856,-0.860876,0.738268,-0.200856,0.060876,0.490672,0.810095,-0.880576,0.709328,-0.210095,0.080576
26.300000,0.454601,0.800137,-0.854464,0.745399,-0.200137,0.054464,0.482945,0.807139,-0.875806,0.717055,-0.207139,0.075806
26.350000,0.447750,0.800034,-0.847716,0.752250,-0.200034,0.047716,0.475338,0.804761,-0.870577,0.724662,-0.204761,0.070577
26.400000,0.441221,0.800548,-0.840674,0.758779,-0.200548,0.040674,0.467892,0.802973,-0.864919,0.732108,-0.202973,0.064919
26.450000,0.435055,0.801675,-0.833381,0.764945,-0.201675,0.033381,0.460658,0.801785,-0.858873,0.739342,-0.201785,0.058873
26.500000,0.429289,0.803407,-0.825882,0.770711,-0.203407,0.025882,0.453666,0.801202,-0.852464,0.746334,-0.201202,0.052464
26.550000,0.423959,0.805736,-0.818224,0.776041,-0.205736,0.018224,0.446978,0.801225,-0.845753,0.753022,-0.201225,0.045753
26.600000,0.419098,0.808645,-0.810453,0.780902,-0.208645,0.010453,0.440580,0.801865,-0.838715,0.759420,-0.201865,0.038715
26.650000,0.414736,0.812118,-0.802618,0.785264,-0.212118,0.002618,0.434555,0.803109,-0.831447,0.765445,-0.203109,0.031447
26.700000,0.410899,0.816133,-0.794766,0.789101,-0.216133,-0.005234,0.428938,0.804949,-0.823989,0.771062,-0.204949,0.023989
26.750000,0.407612,0.820665,-0.786947,0.792388,-0.220665,-0.013053,0.423762,0.807376,-0.816386,0.776238,-0.207376,0.016386
26.800000,0.404894,0.825686,-0.779209,0.795106,-0.225686,-0.020791,0.418978,0.810433,-0.808544,0.781022,-0.210433,0.008544
26.850000,0.402763,0.831165,-0.771598,0.797237,-0.231165,-0.028402,0.414857,0.813917,-0.800939,0.785143,-0.213917,0.000939
26.900000,0.401231,0.837068,-0.764163,0.798769,-0.237068,-0.035837,0.411175,0.818000,-0.793175,0.788825,-0.218000,-0.006825
26.950000,0.400308,0.843359,-0.756949,0.799692,-0.243359,-0.043051,0.408043,0.822588,-0.785455,0.791957,-0.222588,-0.014545
27.000000,0.400000,0.850000,-0.750000,0.800000,-0.250000,-0.050000,0.405480,0.827643,-0.777837,0.794520,-0.227643,-0.022163
27.050000,0.400308,0.856949,-0.743359,0.799692,-0.256949,-0.056641,0.403499,0.833145,-0.770354,0.796501,-0.233145,-0.029646
27.100000,0.401231,0.864163,-0.737068,0.798769,-0.264163,-0.062932,0.402111,0.839074,-0.763038,0.797889,-0.239074,-0.036962
27.150000,0.402763,0.871598,-0.731165,0.797237,-0.271598,-0.068835,0.401327,0.845361,-0.755966,0.798673,-0.245361,-0.044034
27.200000,0.404894,0.879209,-0.725686,0.795106,-0.279209,-0.074314,0.401153,0.852003,-0.749150,0.798847,-0.252003,-0.050850
27.250000,0.407612,0.886947,-0.720665,0.792388,-0.286947,-0.079335,0.401602,0.859090,-0.742512,0.798398,-0.259090,-0.057488
27.300000,0.410899,0.894766,-0.716133,0.789101,-0.294766,-0.083867,0.402610,0.866051,-0.736559,0.797390,-0.266051,-0.063441
27.350000,0.414736,0.902618,-0.712118,0.785264,-0.302618,-0.087882,0.404254,0.873458,-0.730796,0.795746,-0.273458,-0.069204
27.400000,0.419098,0.910453,-0.708645,0.780902,-0.310453,-0.091355,0.406494,0.881038,-0.725456,0.793506,-0.281038,-0.074544
27.450000,0.423959,0.918224,-0.705736,0.776041,-0.318224,-0.094264,0.409306,0.888724,-0.720583,0.790694,-0.288724,-0.079417
27.500000,0.429289,0.925882,-0.703407,0.770711,-0.325882,-0.096593,0.412677,0.896473,-0.716204,0.787323,-0.296473,-0.083796
27.550000,0.435055,0.933381,-0.701675,0.764945,-0.333381,-0.098325,0.416575,0.904225,-0.712349,0.783425,-0.304225,-0.087651
27.600000,0.441221,0.940674,-0.700548,0.758779,-0.340674,-0.099452,0.421000,0.911971,-0.709029,0.779000,-0.311971,-0.090971
27.650000,0.447750,0.947716,-0.700034,0.752250,-0.347716,-0.099966,0.425901,0.919627,-0.706274,0.774099,-0.319627,-0.093726
27.700000,0.454601,0.954464,-0.700137,0.745399,-0.354464,-0.099863,0.431271,0.927176,-0.704094,0.768729,-0.327176,-0.095906
27.750000,0.461732,0.960876,-0.700856,0.738268,-0.360876,-0.099144,0.437037,0.934528,-0.702509,0.762963,-0.334528,-0.097491
27.800000,0.469098,0.966913,-0.702185,0.730902,-0.366913,-0.097815,0.443225,0.941703,-0.701523,0.756775,-0.341703,-0.098477
27.850000,0.476655,0.972537,-0.704118,0.723345,-0.372537,-0.095882,0.449880,0.948737,-0.701144,0.750120,-0.348737,-0.098856
27.900000,0.484357,0.977715,-0.706642,0.715643,-0.377715,-0.093358,0.456583,0.955210,-0.701373,0.743417,-0.355210,-0.098627
27.950000,0.492154,0.982413,-0.709741,0.707846,-0.382413,-0.090259,0.463827,0.961591,-0.702235,0.736173,-0.361591,-0.097765
28.000000,0.500000,0.986603,-0.713397,0.700000,-0.386603,-0.086603,0.471135,0.967455,-0.703680,0.728865,-0.367455,-0.096320
28.050000,0.507846,0.990259,-0.717587,0.692154,-0.390259,-0.082413,0.478840,0.973053,-0.705787,0.721160,-0.373053,-0.094213
28.100000,0.515643,0.993358,-0.722285,0.684357,-0.393358,-0.077715,0.486110,0.977825,-0.708285,0.713890,-0.377825,-0.091715
28.150000,0.523345,0.995882,-0.727463,0.676655,-0.395882,-0.072537,0.493861,0.982381,-0.711480,0.706139,-0.382381,-0.088520
28.200000,0.530902,0.997815,-0.733087,0.669098,-0.397815,-0.066913,0.501624,0.986416,-0.715208,0.698376,-0.386416,-0.084792
28.250000,0.538268,0.999144,-0.739124,0.661732,-0.399144,-0.060876,0.509389,0.989922,-0.719467,0.690611,-0.389922,-0.080533
28.300000,0.545399,0.999863,-0.745536,0.654601,-0.399863,-0.054464,0.517080,0.992868,-0.724212,0.682920,-0.392868,-0.075788
28.350000,0.552250,0.999966,-0.752284,0.647750,-0.399966,-0.047716,0.524662,0.995241,-0.729421,0.675338,-0.395241,-0.070579
28.400000,0.558779,0.999452,-0.759326,0.641221,-0.399452,-0.040674,0.532108,0.997028,-0.735080,0.667892,-0.397028,-0.064920
28.450000,0.564945,0.998325,-0.766619,0.635055,-0.398325,-0.033381,0.539584,0.998244,-0.741340,0.660416,-0.398244,-0.058660
28.500000,0.570711,0.996593,-0.774118,0.629289,-0.396593,-0.025882,0.546333,0.998799,-0.747534,0.653667,-0.398799,-0.052466
28.550000,0.576041,0.994264,-0.781776,0.623959,-0.394264,-0.018224,0.553001,0.998779,-0.754222,0.646999,-0.398779,-0.045778
28.600000,0.580902,0.991355,-0.789547,0.619098,-0.391355,-0.010453,0.559366,0.998150,-0.761216,0.640634,-0.398150,-0.038784
28.650000,0.585264,0.987882,-0.797382,0.614736,-0.387882,-0.002618,0.565396,0.996908,-0.768488,0.634604,-0.396908,-0.031512
28.700000,0.589101,0.983867,-0.805234,0.610899,-0.383867,0.005234,0.571209,0.994989,-0.776220,0.628791,-0.394989,-0.023780
28.750000,0.592388,0.979335,-0.813053,0.607612,-0.379335,0.013053,0.576202,0.992645,-0.783556,0.623798,-0.392645,-0.016444
28.800000,0.595106,0.974314,-0.820791,0.604894,-0.374314,0.020791,0.580921,0.989639,-0.791282,0.619079,-0.389639,-0.008718
28.850000,0.597237,0.968835,-0.828402,0.602763,-0.368835,0.028402,0.585129,0.986092,-0.799037,0.614871,-0.386092,-0.000963
28.900000,0.598769,0.962932,-0.835837,0.601231,-0.362932,0.035837,0.588816,0.982005,-0.806811,0.611184,-0.382005,0.006811
28.950000,0.599692,0.956641,-0.843051,0.600308,-0.356641,0.043051,0.591948,0.977425,-0.814523,0.608052,-0.377425,0.014523
29.000000,0.600000,0.950000,-0.850000,0.600000,-0.350000,0.050000,0.594512,0.972373,-0.822139,0.605488,-0.372373,0.022139
29.050000,0.599692,0.943051,-0.856641,0.600308,-0.343051,0.056641,0.596550,0.966677,-0.829873,0.603450,-0.366677,0.029873
29.100000,0.598769,0.935837,-0.862932,0.601231,-0.335837,0.062932,0.597885,0.960950,-0.836935,0.602115,-0.360950,0.036935
29.150000,0.597237,0.928402,-0.868835,0.602763,-0.328402,0.068835,0.598672,0.954673,-0.843999,0.601328,-0.354673,0.043999
29.200000,0.595106,0.920791,-0.874314,0.604894,-0.320791,0.074314,0.598850,0.947942,-0.850907,0.601150,-0.347942,0.050907
29.250000,0.592388,0.913053,-0.879335,0.607612,-0.313053,0.079335,0.598404,0.940985,-0.857419,0.601596,-0.340985,0.057419
